"Station_Name","Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)","Lat/YCoord","Lon/XCoord","Height","Height_Units(meters,feet)","Speed","Speed_Units(mph,kph,mps,kts)","Direction(degrees)","Temperature","Temperature_Units(F,C)","Cloud_Cover(%)","Radius_of_Influence","Radius_of_Influence_Units(miles,feet,meters,km)","date_time"
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T04:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T04:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16.1,C,0,-1,km,2019-10-28T04:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T04:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T05:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T05:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T05:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T05:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T05:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,70,16,C,0,-1,km,2019-10-28T05:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T05:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T05:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,50,15,C,0,-1,km,2019-10-28T05:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T05:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T05:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,20,15.6,C,0,-1,km,2019-10-28T05:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,10,16,C,0,-1,km,2019-10-28T05:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,20,16,C,0,-1,km,2019-10-28T06:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,20,16,C,0,-1,km,2019-10-28T06:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,360,16,C,0,-1,km,2019-10-28T06:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T06:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T06:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T06:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,17,C,0,-1,km,2019-10-28T06:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T06:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T06:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T06:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T06:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,350,15.6,C,0,-1,km,2019-10-28T06:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T06:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T07:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T07:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,160,16,C,0,-1,km,2019-10-28T07:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T07:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T07:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T07:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T07:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T07:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T07:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,180,14,C,0,-1,km,2019-10-28T07:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,190,15,C,0,-1,km,2019-10-28T07:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T07:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T07:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T08:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,60,14,C,0,-1,km,2019-10-28T08:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T08:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,100,14,C,0,-1,km,2019-10-28T08:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T08:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,70,14,C,0,-1,km,2019-10-28T08:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,110,14,C,0,-1,km,2019-10-28T08:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,120,14,C,0,-1,km,2019-10-28T08:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,80,14,C,0,-1,km,2019-10-28T08:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,20,14,C,0,-1,km,2019-10-28T08:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,80,14,C,0,-1,km,2019-10-28T08:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,90,13.9,C,0,-1,km,2019-10-28T08:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,10,14,C,0,-1,km,2019-10-28T08:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T09:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T09:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,80,14,C,0,-1,km,2019-10-28T09:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,40,13,C,0,-1,km,2019-10-28T09:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,360,14,C,0,-1,km,2019-10-28T09:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,40,13,C,0,-1,km,2019-10-28T09:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,50,13,C,0,-1,km,2019-10-28T09:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,40,13,C,0,-1,km,2019-10-28T09:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,60,13,C,0,-1,km,2019-10-28T09:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,50,13,C,0,-1,km,2019-10-28T09:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,50,13,C,0,-1,km,2019-10-28T09:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,50,13.3,C,0,-1,km,2019-10-28T09:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,60,13,C,0,-1,km,2019-10-28T09:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,70,13,C,0,-1,km,2019-10-28T10:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,50,13,C,0,-1,km,2019-10-28T10:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T10:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T10:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T10:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T10:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,30,13,C,0,-1,km,2019-10-28T10:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,50,13,C,0,-1,km,2019-10-28T10:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T10:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,40,13,C,0,-1,km,2019-10-28T10:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,60,13,C,0,-1,km,2019-10-28T10:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.57,mps,60,13.3,C,0,-1,km,2019-10-28T10:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,3.09,mps,40,13,C,0,-1,km,2019-10-28T10:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.57,mps,40,13,C,0,-1,km,2019-10-28T11:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,70,13,C,0,-1,km,2019-10-28T11:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.57,mps,60,13,C,0,-1,km,2019-10-28T11:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,80,13,C,0,-1,km,2019-10-28T11:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,100,13,C,0,-1,km,2019-10-28T11:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T11:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,50,13,C,0,-1,km,2019-10-28T11:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,40,13,C,0,-1,km,2019-10-28T11:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T11:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T11:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,40,13,C,0,-1,km,2019-10-28T11:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,40,12.8,C,0,-1,km,2019-10-28T11:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T11:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T12:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,170,13,C,0,-1,km,2019-10-28T12:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,210,13,C,0,-1,km,2019-10-28T12:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,170,13,C,0,-1,km,2019-10-28T12:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,30,13,C,0,-1,km,2019-10-28T12:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T12:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T12:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.57,mps,160,14,C,0,-1,km,2019-10-28T12:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T12:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,230,13,C,0,-1,km,2019-10-28T12:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,180,14,C,0,-1,km,2019-10-28T12:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,200,13.9,C,0,-1,km,2019-10-28T12:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,190,13,C,0,-1,km,2019-10-28T12:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,190,13,C,0,-1,km,2019-10-28T13:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,210,13,C,0,-1,km,2019-10-28T13:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T13:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T13:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,200,13,C,0,-1,km,2019-10-28T13:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,210,13,C,0,-1,km,2019-10-28T13:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,240,13,C,0,-1,km,2019-10-28T13:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,240,13,C,0,-1,km,2019-10-28T13:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,240,13,C,0,-1,km,2019-10-28T13:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,300,14,C,0,-1,km,2019-10-28T13:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,290,13,C,0,-1,km,2019-10-28T13:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,290,13.3,C,0,-1,km,2019-10-28T13:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,290,14,C,0,-1,km,2019-10-28T13:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T14:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T14:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,40,12,C,0,-1,km,2019-10-28T14:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,60,12,C,0,-1,km,2019-10-28T14:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.57,mps,40,12,C,0,-1,km,2019-10-28T14:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,60,12,C,0,-1,km,2019-10-28T14:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,2.06,mps,40,12,C,0,-1,km,2019-10-28T14:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,30,12,C,0,-1,km,2019-10-28T14:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,30,12,C,0,-1,km,2019-10-28T14:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,40,12,C,0,-1,km,2019-10-28T14:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,12,C,0,-1,km,2019-10-28T14:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,60,12.2,C,0,-1,km,2019-10-28T14:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,50,13,C,0,-1,km,2019-10-28T14:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,70,13,C,0,-1,km,2019-10-28T15:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,13,C,0,-1,km,2019-10-28T15:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,60,13,C,0,-1,km,2019-10-28T15:10:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,60,14,C,0,-1,km,2019-10-28T15:15:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T15:20:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,80,14,C,0,-1,km,2019-10-28T15:25:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,14,C,0,-1,km,2019-10-28T15:30:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T15:35:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15,C,0,-1,km,2019-10-28T15:40:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T15:45:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,80,16,C,0,-1,km,2019-10-28T15:50:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,15.6,C,0,-1,km,2019-10-28T15:51:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,16,C,0,-1,km,2019-10-28T15:55:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,1.54,mps,130,16,C,0,-1,km,2019-10-28T16:00:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,17,C,0,-1,km,2019-10-28T16:05:00Z
KSMO,GEOGCS,WGS84,34.0158,-118.451,10,meters,0,mps,0,17,C,0,-1,km,2019-10-28T16:10:00Z
